case_id|case_date|case_type|accountno|accounttype|bankcode|bankname|entity_type|id_type|card_id|ref_code|title|name|midname|surname|eng_name|eng_midname|eng_surname|birth_date|nationality|note|other|rank|pol_name|pol_surname|pol_job_title|pol_org|pol_tel|aml_report_date
7042642649|2025-04-03|3|5322207218|bank|004|KBNK|PERSON|National ID|8819762693491|VW70630384|นาย|จันทร์ฉาย|ลา|ทองสุข|tim|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2101465854|2025-04-03|3|1543903589|bank|004|KBNK|PERSON|National ID|9742739872213|VW85384854|นาย|กิ่งแก้ว|ลา|มหาทรัพย์|sam|mid|north|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0569552938|2025-04-03|3|5938354624|bank|004|KBNK|PERSON|National ID|4265855965458|VW23401463|นาย|นิดหน่อย|ลา|รุ่งเรือง|simon|mid|nixon|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6359837455|2025-04-03|3|8601118726|bank|004|KBNK|PERSON|National ID|7536133612323|VW94657627|นาย|พิมพ์ใจ|ลา|ควรมี|sean|mid|newman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5332977994|2025-04-03|3|5375543531|bank|004|KBNK|PERSON|National ID|6459473987612|VW23298371|นาย|ดำรง|ลา|ทรงธรรม|moo|mid|northwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4787782859|2025-04-03|3|3864508549|bank|004|KBNK|PERSON|National ID|2955274481963|VW09202834|นาย|กนกวรรณ|ลา|มหาทรัพย์|moo|mid|norton|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5749217185|2025-04-03|3|2752516556|bank|004|KBNK|PERSON|National ID|9581718633920|VW18001090|นาย|กนกวรรณ|ลา|ภักดีศรี|rick|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5628886385|2025-04-03|3|1833446720|bank|004|KBNK|PERSON|National ID|5539231151599|VW09706959|นาย|ดารา|ลา|อุดมผล|stan|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6234532305|2025-04-03|3|6590283309|bank|004|KBNK|PERSON|National ID|8797954535338|VW98233683|นาย|สมศรี|ลา|บวรธรรม|stan|mid|noble|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9195093315|2025-04-03|3|7028410545|bank|004|KBNK|PERSON|National ID|8222996973431|VW18831773|นาย|สมศรี|ลา|บวรธรรม|mode|mid|nelson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2682407258|2025-04-03|3|3875449910|bank|004|KBNK|PERSON|National ID|1737432984834|VW84381565|นาย|นพดล|ลา|จริงนะ|stan|mid|nicholson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9094097348|2025-04-03|3|2084095628|bank|004|KBNK|PERSON|National ID|7676588713683|VW51999490|นาย|ยุทธนา|ลา|ควรมี|matt|mid|nottingham|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5658187435|2025-04-03|3|9351859754|bank|004|KBNK|PERSON|National ID|7249546242328|VW53956202|นาย|ประจักษ์|ลา|ทรงธรรม|rick|mid|norris|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5580127754|2025-04-03|3|3698949338|bank|004|KBNK|PERSON|National ID|7825522898330|VW99043619|นาย|จันทร์ฉาย|ลา|แก้วใส|tony|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9192837259|2025-04-03|3|1578098553|bank|004|KBNK|PERSON|National ID|6882538916692|VW80328810|นาย|มานะ|ลา|บวรธรรม|rex|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5509579057|2025-04-03|3|1762958654|bank|004|KBNK|PERSON|National ID|2263597693142|VW90226091|นาย|ปรางค์ทอง|ลา|ทองสุข|man|mid|notley|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1130946937|2025-04-03|3|7240623292|bank|004|KBNK|PERSON|National ID|3351618842571|VW20698028|นาย|สมศรี|ลา|รัตนากร|mode|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7286298473|2025-04-03|3|0937431637|bank|004|KBNK|PERSON|National ID|9365288113859|VW79106845|นาย|อุษา|ลา|จริงใจ|mason|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2346113054|2025-04-03|3|1501869786|bank|004|KBNK|PERSON|National ID|7461487795339|VW16651953|นาย|นพดล|ลา|นาคาพันธ์|jerry|mid|norrell|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7710607826|2025-04-03|3|0400638174|bank|004|KBNK|PERSON|National ID|8352245449986|VW02811669|นาย|ปรางค์ทอง|ลา|วิเศษดี|jake|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2099616938|2025-04-03|3|0379075279|bank|004|KBNK|PERSON|National ID|4631863515841|VW65815460|นาย|ธนา|ลา|ทรงธรรม|terry|mid|norrell|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2736481272|2025-04-03|3|8602817214|bank|004|KBNK|PERSON|National ID|5666795487674|VW63859540|นาย|ชัยยันต์|ลา|อนันตกาล|mike|mid|norrell|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8588698432|2025-04-03|3|7554819474|bank|004|KBNK|PERSON|National ID|7776739894222|VW92064857|นาย|มานะ|ลา|แก้วใส|ryan|mid|norcross|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3639364611|2025-04-03|3|0198330358|bank|004|KBNK|PERSON|National ID|6293685211771|VW71290531|นาย|สายฝน|ลา|จริงใจ|sean|mid|north|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4251761380|2025-04-03|3|1449536592|bank|004|KBNK|PERSON|National ID|4351771596546|VW13139144|นาย|สมบัติ|ลา|แก้วใส|terry|mid|newman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4394188082|2025-04-03|3|7354651146|bank|004|KBNK|PERSON|National ID|7421182167814|VW88341892|นาย|อาทิตย์|ลา|ก้องเกียรติ|ron|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2715731370|2025-04-03|3|5499466409|bank|004|KBNK|PERSON|National ID|5931676722583|VW87825063|นาย|อุษา|ลา|ทรงธรรม|sam|mid|norbury|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2925213931|2025-04-03|3|9269131838|bank|004|KBNK|PERSON|National ID|3887666498648|VW25522372|นาย|สมบัติ|ลา|ภักดีศรี|tony|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4335198846|2025-04-03|3|1469662991|bank|004|KBNK|PERSON|National ID|5594163272662|VW17765747|นาย|อุษา|ลา|จริงนะ|john|mid|noble|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5198503261|2025-04-03|3|2593351119|bank|004|KBNK|PERSON|National ID|1667159654181|VW20860938|นาย|ยุทธนา|ลา|ควรมี|tim|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9637894305|2025-04-03|3|0800229087|bank|004|KBNK|PERSON|National ID|3246729671940|VW52235365|นาย|สายฝน|ลา|อุดมผล|rex|mid|novak|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5665241584|2025-04-03|3|2917138241|bank|004|KBNK|PERSON|National ID|6243127149988|VW35298360|นาย|มานะ|ลา|อนันตกาล|mickey|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5868214039|2025-04-03|3|8282383471|bank|004|KBNK|PERSON|National ID|2544633819382|VW89345564|นาย|ดำรง|ลา|นาคาพันธ์|max|mid|nelson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9423316185|2025-04-03|3|9016971829|bank|004|KBNK|PERSON|National ID|8866469614416|VW43807238|นาย|นิดหน่อย|ลา|อุดมผล|tom|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4802413494|2025-04-03|3|3040628480|bank|004|KBNK|PERSON|National ID|9718836268720|VW50066208|นาย|เพ็ญนภา|ลา|จริงนะ|mode|mid|notley|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5973582095|2025-04-03|3|5466476088|bank|004|KBNK|PERSON|National ID|4957175817856|VW05513382|นาย|ดารา|ลา|ตั้งมั่น|mike|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6359889052|2025-04-03|3|2992168488|bank|004|KBNK|PERSON|National ID|1522841999622|VW80496958|นาย|ดารา|ลา|พิพัฒน์|jake|mid|notley|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3216647866|2025-04-03|3|2693338130|bank|004|KBNK|PERSON|National ID|1416529367378|VW24900765|นาย|นิดหน่อย|ลา|ศรีสุข|rick|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6725724609|2025-04-03|3|8974307699|bank|004|KBNK|PERSON|National ID|4678964754376|VW49562667|นาย|มันดะ|ลา|รุ่งเรือง|jason|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2564876057|2025-04-03|3|1345627770|bank|004|KBNK|PERSON|National ID|1768317338781|VW13640893|นาย|สายฝน|ลา|มหาทรัพย์|mun|mid|newman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0325341254|2025-04-03|3|9592825538|bank|004|KBNK|PERSON|National ID|1262933977377|VW39743912|นาย|ชัยยันต์|ลา|บุญมาก|mason|mid|nobleman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0455865036|2025-04-03|3|4795778761|bank|004|KBNK|PERSON|National ID|9642748182543|VW10149824|นาย|เพ็ญนภา|ลา|ควรมี|tim|mid|norcross|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6877622764|2025-04-03|3|6144312865|bank|004|KBNK|PERSON|National ID|9652253593727|VW25350263|นาย|จันทร์ฉาย|ลา|บุญมาก|jason|mid|northwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7797890265|2025-04-03|3|0134749385|bank|004|KBNK|PERSON|National ID|7479355641412|VW95194911|นาย|กนกวรรณ|ลา|นาคาพันธ์|rex|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9293348621|2025-04-03|3|6582518102|bank|004|KBNK|PERSON|National ID|8387263683493|VW07990996|นาย|ดำรง|ลา|อนันตกาล|mason|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5236781363|2025-04-03|3|6082383086|bank|004|KBNK|PERSON|National ID|2136874991391|VW47841663|นาย|อุษา|ลา|ภักดีศรี|mike|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0107040499|2025-04-03|3|6011226783|bank|004|KBNK|PERSON|National ID|1194246424240|VW25423080|นาย|ปรางค์ทอง|ลา|เจริญกิจ|john|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7633607541|2025-04-03|3|8621391816|bank|004|KBNK|PERSON|National ID|7494143311490|VW00680857|นาย|จูจิ|ลา|ภักดีศรี|mason|mid|north|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8708213283|2025-04-03|3|4132011844|bank|004|KBNK|PERSON|National ID|7129743878625|VW59793064|นาย|ดำรง|ลา|เจริญกิจ|max|mid|nobleman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4564115201|2025-04-03|3|5297823135|bank|004|KBNK|PERSON|National ID|3259274499577|VW51853101|นาย|นพดล|ลา|แก้วใส|rick|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0990122591|2025-04-03|3|0602596530|bank|004|KBNK|PERSON|National ID|4425729519779|VW40658788|นาย|ศิริพร|ลา|ตั้งมั่น|jason|mid|nixon|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7642041736|2025-04-03|3|5175349742|bank|004|KBNK|PERSON|National ID|9614868328491|VW12796312|นาย|บุญเติม|ลา|มหาทรัพย์|steve|mid|nobleman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
